,region,townsize,gender,age,agecat,ed,edcat,jobcat,union,employ,empcat,retire,income,inccat,debtinc,creddebt,othdebt,default,jobsat,marital,spoused,spousedcat,reside,pets,pets_cats,pets_dogs,pets_birds,pets_reptiles,pets_small,pets_saltfish,pets_freshfish,homeown,hometype,address,addresscat,cars,carown,cartype,carvalue,carcatvalue,carbought,carbuy,commute,commutecat,commutetime,commutecar,commutemotorcycle,commutecarpool,commutebus,commuterail,commutepublic,commutebike,commutewalk,commutenonmotor,telecommute,reason,polview,polparty,polcontrib,vote,card,cardtype,cardbenefit,cardfee,cardtenure,cardtenurecat,card2,card2type,card2benefit,card2fee,card2tenure,card2tenurecat,active,bfast,tenure,churn,longmon,longten,tollfree,tollmon,tollten,equip,equipmon,equipten,callcard,cardmon,cardten,wireless,wiremon,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,owntv,hourstv,ownvcr,owndvd,owncd,ownpda,ownpc,ownipod,owngame,ownfax,news,response_01,response_02,response_03,ln_total_spent
pets_small,0.024290359,0.002267449,0.0087474,0.003430359,0.004075747,0.008131299,0.003756801,0.003773203,0.002318942,0.007384423,0.009345831,0.005378559,-0.009667436,0.015052121,0.009180835,-0.005507068,-0.006175679,0.014783148,-0.012616483,-0.000812676,-0.000346733,0.001021045,0.002045581,0.183479838,-0.006835021,0.020831753,-0.008723563,-0.021438418,1,0.000972351,0.018808251,-0.004194982,-0.002228838,0.014337767,0.017622986,-0.009369722,0.009922816,-0.028607585,0.001676839,-0.002317778,-0.000365473,-0.001356708,0.01540542,0.017387004,0.00825723,-0.011348919,-0.027570154,0.019174797,0.003123522,0.00051545,0.009978377,-0.020002708,-0.002832694,-0.005193415,-0.019552305,-0.010104741,0.003862122,-0.019939692,0.008580216,-0.004091681,0.001710621,-0.037892772,-0.027645466,-0.009644894,0.006296735,0.006702224,0.008472315,-0.012921751,0.026761537,-0.008353027,0.011979752,0.010981929,-0.021865797,0.019681461,0.008281684,-0.009771865,-0.0029678,-0.002174258,0.008084444,0.009551654,0.015351237,0.021309112,0.034490416,0.039741989,0.011401497,0.003155962,0.003743188,0.007121027,0.03157531,0.038197906,0.014876702,0.018656446,0.027376049,0.015925242,0.030075553,0.003190907,-0.001677807,0.016266371,0.014207181,0.010176574,-0.003988628,0.027021947,0.020661108,0.024587434,0.035825409,0.00540245,0.012965018,0.002774275,0.025280791,0.002958477,-0.012581356,0.000653537,0.006038135,0.001016148
pets_saltfish,0.022076301,0.022969895,0.002267331,-0.001317737,-0.001185006,0.004736845,0.006829194,-0.012600804,-0.020487681,-0.012844863,-0.008881103,0.012741305,-0.015093928,-0.014436072,0.018078953,-5.78E-07,0.003128634,0.028598503,-0.011939273,0.010328399,0.005431201,0.004189406,0.016646593,0.14102789,-0.006727713,0.004586721,-0.009243517,-0.002556367,0.000972351,1,0.006173434,0.003795945,-0.002475045,0.005850186,0.008592972,-0.006331043,0.00101079,0.01300897,-0.005668406,0.009168274,0.022735794,0.006995262,0.003243206,-0.00027146,0.007210918,0.002548471,-0.008291025,0.00830224,-0.015265227,0.012425334,-0.009031424,0.000320951,0.012766725,0.013429675,-0.018321116,-0.006633259,0.015773836,0.013272382,-0.006545385,0.022426557,0.002369921,-0.021380287,0.022173488,-0.012192041,-0.015693128,-0.011723222,-0.003062465,0.012908778,0.013185029,0.011338332,-0.014092837,-0.0172231,0.002922218,0.003772901,-0.022290771,0.023515436,-0.004645989,-0.003954098,0.001863954,-0.001145834,-0.00887096,-0.007555233,-0.003661501,-0.008540035,-0.004605871,0.013557452,0.002858266,0.004198606,0.007600229,-0.003451621,0.005286045,0.001298663,-0.005714968,0.023072892,-0.015116943,0.001187847,0.004280301,-0.007994143,-0.005563707,0.003166783,0.00871876,-0.008175046,-0.022544322,-0.003985459,-0.001948441,0.011097324,0.002853515,0.012259806,-0.009627774,-0.012044389,0.031582991,0.003494001,0.009959394,0.003221958
pets_freshfish,-0.020725557,-0.006583009,0.023060887,0.023293467,0.021683114,0.022233504,0.018294013,0.019218495,0.03402261,0.02630459,0.028407092,0.0268894,0.007198715,-0.002756853,-0.007352559,-0.000705745,0.004502829,0.015774399,0.017623701,5.11E-05,0.003756069,0.005426902,-0.011077192,0.898243748,0.002479411,-0.01958059,-0.019977634,0.006075474,0.018808251,0.006173434,1,0.009346582,-0.010439025,0.019248604,0.021564732,-0.000266317,0.017621815,0.003127385,0.015496423,0.021185376,0.011387917,-0.01700565,-0.011332571,-0.009420209,-0.001003643,0.025788222,0.003062199,-0.006962491,-0.016587493,0.005760127,0.00438232,-0.004320818,-0.002696786,-0.017321486,0.015058412,0.005589914,-0.012401182,-0.011114661,0.001358597,-0.00699964,-0.024162039,-0.00506971,0.004188294,-0.014960113,0.030336496,0.032717641,0.004261643,-0.015645762,-0.015637938,-0.007365523,0.031620742,0.031768351,-0.006838676,0.018643334,0.028292537,-0.005506419,0.017946869,0.020142778,-0.012650283,0.008110386,0.021640129,0.023747635,0.022506774,0.018981061,0.020988353,0.017054586,0.020423965,-0.00101327,0.010478207,0.014196522,0.046543658,0.011067876,0.011951878,0.010831239,-0.00161818,-0.016345305,-0.001471555,-0.004465026,-0.009831302,-0.003507924,0.01748276,-0.009921319,0.021550774,-7.11E-05,-0.001239675,-0.001372924,0.012582665,0.01241097,0.011446302,0.027570355,0.011466028,0.024976125,0.005634791,-0.008617363
homeown,0.045619549,0.02406861,0.006350972,-0.018264093,-0.014792733,0.051206476,0.05453524,0.02816731,0.002338033,0.021400231,0.021710211,-0.094161554,0.133380143,0.144599897,-0.000174465,0.076879874,0.092467339,-0.027638073,0.006815425,0.130420415,0.126497251,0.118516012,0.121470068,0.009076626,0.023453322,-0.020434563,-0.010508691,0.012677517,-0.004194982,0.003795945,0.009346582,1,-0.04812087,0.135484338,0.13359328,0.005027854,0.020790666,0.01380656,0.129037241,0.079740057,-0.010681201,-0.002955963,0.018563938,0.018337144,0.005633467,-0.007533291,0.006845161,-0.01268508,0.037876366,0.007942483,-0.006089238,0.004453632,-0.005282124,0.009107576,-0.018893411,-0.010267164,0.019137346,-0.009078252,-0.011161138,0.011053488,0.004438857,-0.016307395,-0.015666564,-0.023752816,0.081541867,0.075458822,-0.011934448,-0.016917636,-0.005943399,0.001799009,0.088581404,0.079943005,0.009989331,0.018238748,0.083641727,-0.015308805,0.065764953,0.067163304,0.064528563,0.076185803,0.089142523,0.031597403,0.044801223,0.050643538,0.069266615,0.042337331,0.05205259,0.064287857,0.07459776,0.074746539,0.063396583,0.056916615,0.048383183,0.022765223,0.046500827,0.058951382,0.06057111,0.060737393,0.016171697,0.05932095,0.007179615,0.090419845,0.075160281,0.076994885,0.059167251,0.036897441,0.036044733,0.027642323,0.066078824,0.057451003,0.023682119,0.020196849,0.013669577,0.069303486
hometype,0.017051802,-0.003136636,0.003200125,-0.022518754,-0.027187329,0.018777265,0.021945333,-0.022920499,-0.007312021,-0.041502742,-0.039946024,0.051154987,-0.084550286,-0.089934735,0.024321877,-0.038630606,-0.048976636,0.013042649,-0.020749969,0.008698324,0.010420131,0.008648713,0.014487282,-0.013417684,-0.017538599,-0.004435348,0.016285317,-0.002172086,-0.002228838,-0.002475045,-0.010439025,-0.04812087,1,-0.029223451,-0.033713199,-0.015390673,-0.013400602,-0.019234368,-0.074029202,-0.036837841,-0.006474398,0.010951441,0.00310268,0.003824541,0.011964953,-0.006368615,-0.0037778,0.025947285,-0.009098367,0.013253354,0.021598375,0.014671566,-0.00670722,0.01298981,-0.001699886,0.009659566,0.000901153,0.003217059,-0.007874977,-0.009752372,0.010510929,-0.013069626,0.018957958,-0.022605126,-0.02742635,-0.018441024,-0.022788468,-0.013082201,-0.011277401,-0.011004522,-0.031575044,-0.020368865,0.009509727,-0.024170082,-0.020536866,-0.003377664,-0.025304839,-0.028093634,-0.020404351,-0.027482017,-0.030325954,0.013906528,0.01048875,0.010500663,-0.003557391,-0.03034053,-0.031092201,-0.004653004,-0.007481633,-0.007875282,-0.026027834,-0.022095889,-0.021494263,0.003024002,-0.024038017,-0.028401366,-0.013873193,-0.022632371,0.010232626,-0.020893754,-0.047497321,-0.035651838,-0.020189107,-0.039988694,-0.009153895,-0.011309704,-0.000379802,-0.001019102,-0.016105376,0.005216525,0.005355017,-0.008340661,0.012760591,-0.01480976
address,-0.004866634,-0.042228558,-0.014109258,0.822341266,0.799025658,-0.056453347,-0.04398367,0.04844064,0.001881863,0.606440468,0.637167845,0.414103204,0.234235549,0.261969984,0.027641935,0.143817216,0.165139428,-0.35579423,0.356338533,0.057831819,0.049051502,0.046210292,-0.240861451,0.027646585,0.020660838,0.011340127,-0.007578409,0.003820354,0.014337767,0.005850186,0.019248604,0.135484338,-0.029223451,1,0.923520943,0.006284445,-0.043695814,0.015832106,0.220871912,0.168108682,0.008644858,0.018162118,-0.005136485,-0.004876409,-0.02987266,0.004107324,-0.008104888,0.031084276,0.005195082,0.012345186,0.000442399,-0.009039859,-0.009495212,-0.010354736,0.008826263,-0.025116167,0.031801296,-0.022964625,0.017202972,0.002899015,0.01643682,-0.008671408,0.001059065,-0.005425836,0.751125067,0.646409065,-0.019815792,0.026249473,-0.010346307,-0.005900053,0.71757427,0.655732296,-0.200705604,0.106246776,0.641843738,-0.262926208,0.514971117,0.548287006,0.006076588,0.135035934,0.299959547,-0.115723282,-0.069142778,0.125751535,0.305650788,0.319553541,0.490622278,-0.048395149,0.020029663,0.157010408,0.281236311,-0.052016806,-0.051835648,-0.104145064,-0.00914636,0.001558363,0.003230275,0.008923084,-0.099418002,-0.013828107,-0.001570382,0.144969165,0.143898986,0.111560335,-0.0479254,-0.10419849,-0.176243009,-0.182522583,-0.034346808,0.394296532,0.019398731,0.01069771,-0.025810763,0.042777551
addresscat,-0.000842496,-0.043306083,-0.006029912,0.827064082,0.82909878,-0.033369984,-0.020500784,0.041350124,0.0018476,0.595224847,0.664110811,0.352559099,0.282563701,0.341076517,0.037133646,0.16971704,0.205802387,-0.376241791,0.400734914,0.052146039,0.050015035,0.050979212,-0.24813672,0.031527132,0.017157818,0.016054682,-0.007096742,0.009947581,0.017622986,0.008592972,0.021564732,0.13359328,-0.033713199,0.923520943,1,0.013373967,-0.026450562,0.022662982,0.276296012,0.212390237,0.009066076,0.01610314,-0.008884071,-0.006960486,-0.04358577,0.010892774,-0.009256637,0.021578149,0.004887681,0.013425964,0.001679523,-0.003144015,-0.005287145,-0.009320731,-0.004142078,-0.021750863,0.043539643,-0.023305181,0.018768251,0.022295696,0.013261493,-0.003457794,-0.00093432,-0.004300083,0.730949437,0.701236187,-0.023657621,0.023835362,-0.023905259,-0.006057048,0.703613276,0.688805478,-0.213171406,0.122459431,0.630656343,-0.259038571,0.447050065,0.476751148,0.016137366,0.133547498,0.287938548,-0.106297123,-0.058210312,0.133356156,0.292068255,0.288312764,0.447767107,-0.03676667,0.027413638,0.157516809,0.271247133,-0.047508347,-0.038935816,-0.091644809,-0.00493753,0.014426439,0.013158024,0.020300683,-0.088114344,-0.002203741,0.008707425,0.190123747,0.184189472,0.143678273,-0.034923393,-0.09921272,-0.165832115,-0.169545649,-0.021420939,0.381300978,0.019875256,0.022756609,-0.019743764,0.069535746
cars,0.017011814,0.003665922,0.014120372,-0.008960269,-0.004668581,0.004356237,-0.001618184,0.017468207,0.003530031,-0.000962279,0.008633909,-0.037687885,0.040546919,0.057865213,0.020720702,0.037871513,0.04520502,0.026755723,0.015347635,-0.007217423,-0.008884409,-0.009960553,-0.026035451,-0.008200446,-0.009555628,-0.008117469,0.014831076,-0.035367107,-0.009369722,-0.006331043,-0.000266317,0.005027854,-0.015390673,0.006284445,0.013373967,1,0.472652263,0.377487723,0.240327435,0.422321632,0.383969148,-0.002781635,-0.576602678,-0.609649623,0.00873118,0.648356947,-0.007561389,-0.040399366,-0.061717512,-0.033356164,-0.034524458,0.016009978,-0.077896072,-0.010526292,-0.050417143,-0.005573956,-0.03373694,0.018250189,0.006938077,0.022578276,0.033265402,0.0054619,0.015435182,-0.018311926,0.000696994,-0.007659752,-0.003479031,0.017448708,-0.007490813,-0.01774328,0.010567695,0.003014952,-0.002544782,0.005115321,0.001898911,0.041042156,0.002097836,0.005288565,0.011466884,0.003989694,0.010202883,0.005311887,-0.003393741,-0.011095516,0.006895583,0.009599987,0.010971667,-0.008808411,-0.019574383,-0.016628994,0.000328939,0.001045613,-2.52E-05,0.003025582,-0.003463372,-0.013102855,0.002501061,0.019865918,-0.00052515,0.015504006,0.008495022,-0.004340277,-0.005216841,0.002982799,0.006393024,0.002469591,-0.003955748,0.017448554,-0.008286755,0.006248674,-0.004195489,0.024689842,-0.002015557,0.012477838
carown,0.016652347,0.015417173,0.00913527,-0.081562889,-0.070910042,0.039807278,0.033752174,0.001892998,-0.001618485,-0.039033366,-0.018673962,-0.172516617,0.140790927,0.178383574,0.00920725,0.083639275,0.105085435,0.067734399,0.007043799,0.003667079,0.003757262,0.002109473,0.013316522,0.016804411,0.008593558,-0.008221322,0.003057565,-0.016229352,0.009922816,0.00101079,0.017621815,0.020790666,-0.013400602,-0.043695814,-0.026450562,0.472652263,1,0.587172495,0.461320929,0.713616754,0.570788739,0.004624972,-0.27642623,-0.289856915,0.01814059,0.388888665,0.001974638,-0.024482879,-0.02863502,0.010509681,-0.013461487,0.016953197,-0.038214003,-0.010795719,-0.021040358,-0.001738139,-0.008399062,0.023170964,0.013225362,0.048149751,0.032109996,0.002471785,0.03906866,0.004136798,-0.03829663,-0.031253009,-0.007679147,0.000374465,-0.024478905,-0.016717094,-0.033483711,-0.032134284,0.016248159,0.015859479,-0.033127778,0.035109757,-0.018610187,-0.020581763,0.022475744,0.023651601,0.011840824,0.017433278,0.016667221,0.005891248,-0.004642825,-0.002044009,-0.022203672,0.035795019,0.028445587,0.020904492,0.00470549,0.025440312,0.043953807,0.012620468,0.025095973,0.021304842,0.035281855,0.034273382,0.007716694,0.062654962,0.019542191,0.058967607,0.056620752,0.077475697,0.014017827,0.016226742,0.019689607,0.050957995,0.025177868,-0.004054882,0.010918447,0.028836457,0.009020448,0.074943797
cartype,0.008766253,-0.00957276,0.013085756,0.010314756,0.012551432,0.014746098,0.011866396,0.010942308,-0.002496167,0.002390204,0.012012717,-0.006685615,0.053155163,0.054255596,0.019569164,0.021127872,0.046612391,0.024219739,0.014587634,0.005245379,0.007577048,0.006905145,-0.018430205,0.000641978,0.006710197,-0.006763118,0.018154071,-0.020335044,-0.028607585,0.01300897,0.003127385,0.01380656,-0.019234368,0.015832106,0.022662982,0.377487723,0.587172495,1,0.305399658,0.533716521,0.470838959,-0.015698139,-0.225107631,-0.230285888,-0.007995057,0.316167818,-0.004420757,-0.009125588,-0.018700782,-0.002089318,-0.02507358,0.013885191,-0.045927659,-0.02145706,-0.034708163,-0.021509442,-0.019103708,0.021093404,0.008062515,0.018160515,0.029874037,0.010834034,0.026253,0.001357364,0.014652625,0.00961575,0.010677004,0.015553711,-0.001359192,-0.005349353,0.007808183,0.001972843,-0.00803381,0.016014404,0.002627701,0.016767043,0.000583555,0.001616409,0.000272697,0.000219506,0.000395138,0.002049884,-0.001067689,-0.007442967,0.011475583,0.013446821,0.007337152,0.002723395,-0.00469928,-0.011896994,0.003955499,-0.007920975,0.008047137,-0.002142247,0.009302073,-0.00270462,0.014654181,0.013102035,0.003708685,-0.006595021,0.001441072,-0.006533937,-0.022377039,0.010443331,0.000368481,0.001411833,0.001385903,0.02325046,0.010129233,0.004058897,0.002541761,0.007192486,0.000638012,0.001504636
carvalue,0.04026388,0.002203593,-0.00747538,0.175765855,0.200461576,0.158432667,0.157234263,0.094907325,0.005014096,0.289609344,0.332840085,-0.241196167,0.765478202,0.806573852,0.013905983,0.442225391,0.533818421,-0.014247047,0.240927045,0.006167493,0.03045168,0.041031957,-0.069371803,0.019087027,0.00633843,0.017015174,0.007843097,-0.011191223,0.001676839,-0.005668406,0.015496423,0.129037241,-0.074029202,0.220871912,0.276296012,0.240327435,0.461320929,0.305399658,1,0.837071078,0.308841354,0.0004157,-0.134625381,-0.144009702,-0.019286169,0.204327686,0.001005511,-0.00469629,-0.015514624,-0.000891448,-0.001938281,-0.009252022,-0.022272507,0.009428415,-0.009208976,-0.004846879,0.060666828,0.016838345,0.038230476,0.113991109,0.028695885,-0.00586789,-0.008110936,0.000201359,0.235080206,0.245876902,-0.056812256,0.000628546,-0.018535335,-0.001492443,0.235533243,0.237302096,-0.060125688,0.079719851,0.202279041,-0.034653951,0.150883791,0.155181288,0.1245021,0.193436241,0.222264479,0.055889331,0.09107455,0.130490323,0.138924626,0.13431379,0.152083326,0.129265633,0.161295953,0.181552331,0.13455347,0.095899491,0.119585306,0.055665216,0.113998598,0.13793874,0.127946854,0.140005661,0.036691039,0.110449699,0.046441358,0.211126789,0.211751572,0.195042701,0.105900877,0.044825615,0.025012113,0.040730135,0.11063724,0.126569222,0.006612655,0.064392232,0.037132099,0.305017586
carcatvalue,0.031004364,0.000973893,-0.002408228,0.14100304,0.160584602,0.105707324,0.105286014,0.055173087,-0.005879449,0.195881182,0.245966162,-0.159257708,0.480250616,0.575542402,0.016493051,0.277448889,0.339690572,-0.01178796,0.179400601,0.008534572,0.024115035,0.029728505,-0.058817219,0.02702388,0.013695007,0.011618745,0.015740691,-0.014340682,-0.002317778,0.009168274,0.021185376,0.079740057,-0.036837841,0.168108682,0.212390237,0.422321632,0.713616754,0.533716521,0.837071078,1,0.526554103,0.006213551,-0.239355803,-0.252483179,-0.009555543,0.35421957,-0.005341647,-0.01380213,-0.023535717,-0.000682295,-0.005505877,0.000978745,-0.043081083,0.003388227,-0.011379784,-0.010506031,0.019538993,0.019580173,0.029448777,0.086055251,0.028642613,-0.006968262,0.009969587,0.005877351,0.168982479,0.179434696,-0.023767597,0.014432632,-0.02015103,-0.007340236,0.168634523,0.169758855,-0.046464703,0.063316881,0.141704011,-0.00509643,0.102925093,0.106788344,0.068897793,0.112634663,0.134607089,0.035695457,0.05746327,0.08381237,0.099112379,0.100470071,0.108741895,0.083719649,0.100359071,0.111843055,0.095507781,0.056377014,0.079167884,0.030427776,0.07104109,0.087161482,0.085996818,0.095666772,0.020292795,0.068827751,0.027977222,0.141289358,0.136435435,0.133610473,0.062154613,0.026838601,0.004812802,0.03725249,0.069938799,0.093685204,0.003495837,0.05024058,0.026358799,0.203941552
carbought,0.009806013,0.001123213,0.005596929,0.008255482,0.009064882,-0.000501954,0.003100471,-0.003371925,-0.030318062,0.006062822,0.017507661,-0.013977244,0.072703418,0.060401624,-0.001978033,0.046544772,0.052822945,0.031952731,0.032748516,-0.013553378,-0.016694592,-0.019972472,-0.023657835,0.010245358,0.005744919,-0.020874665,0.015288418,-0.019594909,-0.000365473,0.022735794,0.011387917,-0.010681201,-0.006474398,0.008644858,0.009066076,0.383969148,0.570788739,0.470838959,0.308841354,0.526554103,1,-0.207094923,-0.219989091,-0.225795512,-0.005878082,0.304348769,0.000678528,-0.014274174,0.000247407,-0.002525817,-0.016115339,0.011624482,-0.048008396,-0.032952338,-0.006505056,-0.020126522,-0.002344672,0.004430083,0.004290913,-0.005513668,0.023782631,-0.004766877,0.022660489,-0.017358059,0.005391241,-0.002020963,-0.002997901,0.008798241,-0.001490253,0.004330352,0.008417311,-0.000336389,-0.00061219,0.014746021,0.002835935,0.014509446,0.00437581,0.006893345,-0.008244096,0.001233941,0.004673366,0.006523416,-0.001880181,-0.00324653,0.001164641,-0.005540783,-0.003017454,-0.010387385,-0.012620745,-0.008642793,0.001522746,-0.014158701,0.002923771,0.002139463,-0.007296227,-0.004795189,-0.00792829,-0.005383959,0.010885643,-0.00054614,0.000780388,-0.01859056,-0.018148789,0.000335759,-0.014015826,0.012776818,-0.031890265,0.013379145,-0.003919719,0.009719331,0.012601657,0.0005579,0.016911259,-0.008395193
carbuy,-0.009820593,0.0091034,0.011661577,0.019001294,0.016535621,-0.003187758,-0.006172583,-0.006662725,0.008234286,0.01420835,0.017668376,0.006553162,-0.012138373,0.00855207,0.013414328,-0.011656391,0.001326378,-0.005635147,0.006224854,-0.00313473,-0.000140046,0.002929669,-0.015600933,-0.013008644,-0.004461703,0.008222579,0.001456084,0.005934112,-0.001356708,0.006995262,-0.01700565,-0.002955963,0.010951441,0.018162118,0.01610314,-0.002781635,0.004624972,-0.015698139,0.0004157,0.006213551,-0.207094923,1,-0.002601943,-0.006611516,0.010321694,0.007496806,-0.022222175,0.002247336,-0.003247645,-0.013671415,-0.007366755,0.033251557,0.013050468,0.009922994,-0.002493934,-0.002692205,0.006027997,-0.008081727,-0.013986521,0.011675506,-0.001803383,0.004417823,0.024240689,-0.004873038,0.011303739,0.021880986,-0.007733973,0.00972783,0.012721763,-0.004159107,0.008798123,0.017900795,-0.007621372,-0.007918752,0.009801086,0.023915533,-0.003262537,-0.00193499,0.017128385,0.015075592,0.005441595,0.007780458,0.014623276,0.00888136,0.000239223,0.010291015,0.004588675,0.021430522,0.014833791,0.008977964,0.018692053,0.029073031,0.014844301,-0.008412812,0.011894116,0.010340371,0.027934973,0.012679612,-0.014176518,-0.020342208,-0.016545434,0.010998064,-0.014892605,0.00880836,0.026179956,-0.015725636,0.016707692,-0.006682787,0.001375788,-0.008376691,0.012189125,0.005837033,0.009341465,0.016017536
commute,0.057388263,0.135609938,-0.010415911,0.000506679,-0.005206905,0.009807143,0.009072133,-0.023440154,-0.003892588,-0.006764917,-0.00232195,0.015580993,-0.024759335,-0.024511216,-0.011342688,-0.036518319,-0.033125116,-0.035730381,-0.004793069,0.014027082,0.017675355,0.019909191,0.026460463,0.003828385,0.009614797,0.027518877,-0.001608438,0.02530378,0.01540542,0.003243206,-0.011332571,0.018563938,0.00310268,-0.005136485,-0.008884071,-0.576602678,-0.27642623,-0.225107631,-0.134625381,-0.239355803,-0.219989091,-0.002601943,1,0.981171323,0.059658325,-0.663864482,-0.029565324,-0.044055756,0.045831672,0.056718934,0.047107296,0.039755353,0.285336778,0.065945671,0.157782659,0.006091466,0.005187498,-0.013771856,-0.012399657,0.001290113,-0.001687931,-0.037508106,-0.011120076,0.019448173,0.002441141,0.002308502,-0.002006157,-0.007476155,0.006470322,0.016925516,0.001124188,-0.000649209,0.013132259,0.013546357,-0.000312444,-0.025516168,0.003841126,0.00367259,0.007596623,0.00569439,0.00329015,-0.001618904,0.006689821,0.010809198,-0.006855328,0.008704822,0.00902271,0.024685073,0.026666274,0.020060675,0.003687081,0.01312903,0.010127549,0.002303737,0.022195062,0.016068312,0.009795993,-0.016626804,-0.002199552,0.00320172,-0.00029282,0.012168185,0.013067804,0.001957775,0.019251202,0.009531944,-0.002903488,0.019566872,0.005402974,-0.009495103,-0.003269247,0.008778315,-0.00505782,-0.008262329
commutecat,0.050646709,0.13005849,-0.011763844,0.004161368,-0.001971551,0.010422319,0.00935932,-0.02174852,-0.003055789,-0.003522773,-0.000542744,0.019094843,-0.028264847,-0.030683526,-0.018148933,-0.04058151,-0.03848143,-0.037459376,-0.001815465,0.010451607,0.014568755,0.016615816,0.025661526,0.002930002,0.005455211,0.024188348,-0.002352314,0.019701876,0.017387004,-0.00027146,-0.009420209,0.018337144,0.003824541,-0.004876409,-0.006960486,-0.609649623,-0.289856915,-0.230285888,-0.144009702,-0.252483179,-0.225795512,-0.006611516,0.981171323,1,0.057602697,-0.703649133,-0.044166959,-0.04422884,0.12293699,0.064617068,0.042015553,0.043674328,0.24863069,0.054720856,0.1488286,0.006617379,0.002380843,-0.011864659,-0.007939144,-0.002577364,-0.000806108,-0.037016455,-0.012192192,0.020761141,0.004893543,0.005050674,-0.004739851,-0.007529821,0.004838407,0.016657528,0.003628005,0.003494637,0.01464347,0.012411019,0.002525776,-0.029712854,0.00479973,0.004877666,0.004216755,0.003657346,0.001742561,-0.003242554,0.004698983,0.00989139,-0.006605852,0.008176483,0.008696378,0.022487505,0.024566275,0.019419363,0.00380044,0.009783424,0.00495917,0.00323923,0.024561149,0.015808419,0.010150205,-0.016674585,0.000454695,0.00090824,-0.003851552,0.009587177,0.013859407,-0.002498677,0.016148511,0.006645309,-0.002946963,0.013727912,0.000323569,-0.009911006,6.82E-05,0.00626997,-0.006992117,-0.013322392
commutetime,0.189595244,0.485977607,0.011342667,-0.056820863,-0.053104559,-0.008995055,-0.013678537,-0.004953686,-0.004296151,-0.030682525,-0.043227849,-0.019262112,-0.014142574,-0.032481321,-8.72E-05,-0.00306183,-0.005569518,0.030485249,-0.023132776,0.001887615,-0.002053727,-0.003369699,0.020147867,0.007289264,-0.002234552,0.01876423,0.009537469,0.006679566,0.00825723,0.007210918,-0.001003643,0.005633467,0.011964953,-0.02987266,-0.04358577,0.00873118,0.01814059,-0.007995057,-0.019286169,-0.009555543,-0.005878082,0.010321694,0.059658325,0.057602697,1,-0.018966467,0.000980044,-0.008918181,0.054428193,0.050559201,0.066164379,0.064542711,0.123932067,0.138454414,-0.002596041,0.017675881,-0.017512403,-0.029121853,-0.01995679,0.000980966,0.007666942,-0.002776528,0.006827626,-0.019518296,-0.024232385,-0.026017375,0.001636406,0.013089954,0.020730475,-0.029524461,-0.024820301,-0.028763956,0.028219467,0.004081051,-0.019640981,0.002574978,0.001117728,-0.002056763,-0.031169096,-0.038052512,-0.037009135,-0.011235022,-0.004980694,-0.010939355,-0.029598189,-0.02487157,-0.020673884,0.001761497,-0.001050859,-0.010499555,-9.93E-05,-0.018823844,-0.010112504,-0.006463843,-0.017877954,-0.023224498,-0.026975312,-0.031762367,0.002933683,0.017997679,0.004421624,-0.017894776,-0.007960974,-0.014121644,-0.011631244,-0.002325682,0.008818489,0.0054552,-0.031857768,-0.021031564,0.004987236,-0.011163683,-0.004627324,0.005384076
commutecar,-0.011979248,-0.03195851,0.031083304,-0.01316173,-0.005475325,0.001895335,0.000905143,0.025452244,-0.005170704,-0.000738661,0.005843866,-0.024278227,0.035110111,0.04331894,0.030006724,0.035484393,0.040894434,0.012028455,0.004205609,0.010050277,0.005535269,0.003280528,-0.004788481,0.015330233,-0.0083907,-0.009255616,0.002767083,-0.025989511,-0.011348919,0.002548471,0.025788222,-0.007533291,-0.006368615,0.004107324,0.010892774,0.648356947,0.388888665,0.316167818,0.204327686,0.35421957,0.304348769,0.007496806,-0.663864482,-0.703649133,-0.018966467,1,-0.011756132,-0.050804894,-0.109365408,-0.058807154,-0.031911482,-0.011648433,-0.110994958,-0.013277547,-0.051817848,0.005872427,-0.003643866,0.007185302,0.005662245,0.011479812,0.017099409,0.023647684,0.006445892,-0.004775064,-0.002154163,-0.003344804,-0.001127456,0.004069083,-0.002273957,-0.003892168,0.005001661,3.05E-05,-0.011224179,-0.007719926,0.001601378,0.026979705,0.00853718,0.009759429,0.010583641,0.011976817,0.016350273,0.012639084,0.006934039,0.000350355,0.004276892,0.007875801,0.007310579,-0.006354358,-0.00878496,-0.000783723,-0.002672179,-0.009028269,-0.00101995,-0.010536066,-0.007981365,-0.013038943,0.000311248,0.017315288,-0.006739731,-0.014200126,-0.015988777,-0.008417249,0.000500128,-0.003175716,-0.015388024,-0.002093791,0.012962405,0.005193586,-0.007854933,-0.004699681,-0.019845072,0.001694028,0.005185574,0.012686456
